player_name,overall,height_(cm),weight_(kg),pace,acceleration,sprint_speed,dribbling,agility,balance,reactions,ball_control,composure,shooting,positioning,finishing,shot_power,long_shots,volleys,penalties,passing,vision,crossing,free_kick,short_pass,long_pass,pass_curve,defending,interceptions,heading,marking,standing_tackle,sliding_tackle,physicality,jumping,stamina,strength,aggression,diving,reflexes,handling,speed,kicking,positoning
Rémy Riou,71,189,81,0,58,57,0,39,57,71,23,48,0,18,11,21,13,13,23,0,39,14,15,42,34,13,0,28,12,14,13,12,0,69,32,79,29,71,70,70,58,73,70
Marco Ilaimaharitra,71,177,79,64,66,63,65,66,71,68,67,66,50,46,37,68,63,46,49,64,65,58,50,69,67,53,67,72,58,63,71,68,75,68,82,71,76,0,0,0,0,0,0
Sean Maguire,71,175,68,92,92,92,74,88,85,64,71,67,66,74,73,63,53,56,66,52,62,48,33,58,40,36,38,28,67,50,28,22,65,70,76,65,52,0,0,0,0,0,0
Tom Barkhuizen,71,175,70,94,94,94,70,79,75,63,69,64,66,70,69,72,60,42,56,60,62,66,38,63,48,63,37,23,52,59,24,23,66,90,80,60,56,0,0,0,0,0,0
Paul Huntington,71,191,80,43,42,44,34,30,37,61,38,65,32,26,35,38,21,29,43,39,41,26,35,42,53,24,72,70,77,73,71,67,78,68,52,88,87,0,0,0,0,0,0
Darnell Fisher,71,175,70,79,79,79,66,72,63,69,66,56,26,37,20,32,26,26,35,51,42,60,32,56,50,31,72,71,60,72,75,73,77,70,80,73,84,0,0,0,0,0,0
Declan Rudd,71,191,85,0,54,46,0,50,34,64,23,39,0,13,12,12,19,14,43,0,53,15,13,36,36,15,0,22,14,15,13,14,0,46,31,64,24,75,75,66,54,65,66
Tom Clarke,71,180,77,58,55,61,40,60,67,63,44,57,30,29,21,55,27,35,16,38,34,40,21,42,41,25,71,70,68,74,71,68,79,91,66,81,85,0,0,0,0,0,0
Fabian Schnellhardt,71,180,75,78,80,76,73,77,74,71,71,72,66,54,67,68,68,55,57,68,74,53,64,73,68,65,62,69,45,63,64,56,73,72,80,74,61,0,0,0,0,0,0
Lukas Fröde,71,192,85,53,54,53,60,49,48,65,68,62,48,44,44,63,47,39,49,59,55,48,42,69,67,46,69,72,69,71,68,63,83,60,93,83,74,0,0,0,0,0,0
Moritz Stoppelkamp,71,180,75,78,79,78,71,75,73,67,69,66,68,68,65,75,71,67,59,66,62,71,68,69,61,63,57,56,60,62,53,51,70,75,86,65,62,0,0,0,0,0,0
Andreas Weimann,71,178,76,82,83,82,69,73,61,71,70,60,69,72,66,76,69,59,72,60,63,54,64,68,43,68,44,49,68,40,41,34,69,50,81,63,76,0,0,0,0,0,0
Josh Brownhill,71,178,69,73,70,75,69,70,71,69,71,69,65,70,62,77,70,50,40,67,69,65,65,69,67,58,64,65,64,62,67,61,74,74,86,69,70,0,0,0,0,0,0
Jamie Paterson,71,175,67,81,84,78,72,89,77,66,70,67,67,65,67,66,72,57,64,69,73,72,67,67,63,67,34,34,57,40,21,27,46,72,67,41,27,0,0,0,0,0,0
Eros Pisano,71,185,83,68,66,69,66,71,62,70,64,69,43,59,27,66,50,47,55,59,39,69,40,65,61,63,71,70,75,70,72,72,76,75,76,79,71,0,0,0,0,0,0
Thomas Buffel,71,176,70,58,62,54,71,65,70,67,72,81,68,80,68,64,66,68,73,72,76,72,67,72,68,66,46,59,51,39,43,45,62,58,68,59,65,0,0,0,0,0,0
Mamadou Sylla,71,176,75,76,75,77,70,71,61,66,70,68,69,68,70,72,69,62,62,60,71,57,42,68,36,65,37,36,72,21,42,37,71,75,67,75,65,0,0,0,0,0,0
Damien Marcq,71,182,77,50,48,51,60,62,65,67,66,68,48,39,49,57,43,46,33,62,62,52,30,68,70,59,71,78,72,65,72,69,73,47,76,73,76,0,0,0,0,0,0
Daniel Toribio Gutiérrez,71,172,71,59,64,54,55,63,68,57,56,62,47,46,31,69,59,39,54,64,64,58,56,71,62,49,70,70,46,72,76,67,83,79,92,78,83,0,0,0,0,0,0
Albert Dorca Maso,71,182,77,38,49,29,64,64,58,67,70,80,59,51,56,71,65,34,51,65,66,67,41,69,66,46,68,74,61,67,69,59,78,70,73,81,77,0,0,0,0,0,0
Fabian Klos,71,194,93,64,61,66,61,46,43,68,65,72,71,73,73,74,65,70,71,48,62,40,45,54,32,41,36,24,78,39,32,24,82,61,71,90,79,0,0,0,0,0,0
Robert Tesche,71,180,71,63,64,63,70,66,73,71,73,73,67,64,63,75,71,68,62,69,66,67,65,72,69,66,66,67,74,57,71,63,72,80,76,71,68,0,0,0,0,0,0
Tim Hoogland,71,183,80,51,52,51,62,53,63,67,64,72,62,64,57,72,62,61,61,60,45,66,52,64,62,60,69,68,72,63,73,72,71,80,62,75,72,0,0,0,0,0,0
Juan Cabezas,71,182,79,64,57,69,60,46,56,72,62,56,55,50,46,68,69,37,44,60,64,45,36,72,59,39,70,73,68,68,71,65,78,78,83,76,79,0,0,0,0,0,0
Jun Ho Son,71,178,62,54,53,54,64,64,72,67,65,60,63,65,59,70,67,47,64,69,74,50,66,76,74,62,63,67,58,61,65,60,67,60,86,61,62,0,0,0,0,0,0
Tiago Alves Sales,71,181,72,82,84,80,71,71,69,64,72,64,71,73,71,71,71,63,71,71,66,73,70,73,70,80,43,48,54,49,34,32,62,72,63,67,46,0,0,0,0,0,0
Carlos Adriano de Souza Cruz,71,170,64,71,72,71,70,70,72,72,70,73,71,73,74,68,67,73,71,55,53,47,69,62,49,50,34,29,66,34,27,32,59,69,65,59,49,0,0,0,0,0,0
Joaquín Arzura,71,176,71,70,71,70,63,71,77,67,64,63,48,32,39,63,58,37,48,63,59,66,46,66,67,45,68,72,56,67,71,70,79,83,88,74,77,0,0,0,0,0,0
Luigi Bruins,71,180,75,58,55,60,73,72,54,67,76,72,68,70,67,69,70,69,70,74,75,71,75,75,71,73,59,62,56,59,60,55,62,73,62,60,62,0,0,0,0,0,0
Kristoffer Peterson,71,185,79,77,78,77,75,81,69,64,74,68,70,66,67,74,72,66,71,64,66,59,61,67,59,73,33,37,64,30,24,32,61,74,67,64,45,0,0,0,0,0,0
Avimiled Rivas,71,181,73,68,65,71,69,65,65,72,72,68,59,49,55,67,64,58,53,69,69,65,65,73,75,45,64,60,57,63,71,63,72,61,80,68,74,0,0,0,0,0,0
Héctor Quiñones,71,178,70,75,76,74,73,75,69,75,72,72,61,71,58,68,64,40,49,61,52,70,37,69,54,56,67,68,58,66,71,65,67,71,81,60,64,0,0,0,0,0,0
Pedro Franco,71,183,73,58,56,60,66,66,77,69,66,69,52,43,48,69,47,44,64,63,60,57,66,67,65,62,69,75,70,63,70,73,72,69,73,71,74,0,0,0,0,0,0
Jair Palacios,71,178,72,88,87,89,67,80,66,65,70,64,53,59,56,59,46,33,37,60,58,66,29,65,58,42,64,67,64,59,66,65,74,76,88,66,75,0,0,0,0,0,0
Roberto Ovelar,71,180,81,51,51,51,68,65,59,71,71,67,70,77,72,70,66,69,61,63,69,58,60,67,55,54,38,23,75,51,29,23,65,78,50,77,52,0,0,0,0,0,0
Andrés Cadavid,71,188,87,40,45,36,46,30,50,65,46,60,38,25,30,60,35,31,44,47,30,36,35,61,53,45,70,69,78,68,73,64,78,58,53,91,80,0,0,0,0,0,0
Cristian Menéndez,71,185,80,65,65,65,65,60,50,74,66,74,70,75,69,74,70,51,72,61,76,50,47,65,56,51,36,47,75,32,21,30,70,75,64,78,56,0,0,0,0,0,0
Luigi Vitale,71,180,71,79,81,78,68,79,85,63,70,67,62,61,52,73,71,66,67,71,70,78,71,70,67,71,63,63,58,65,62,67,70,80,91,65,53,0,0,0,0,0,0
Raffaele Pucino,71,183,74,72,70,73,68,81,76,67,63,67,45,42,42,55,41,41,62,59,35,70,58,67,65,45,69,68,62,67,72,73,71,67,81,66,70,0,0,0,0,0,0
Juan Carlos Martín Corral,71,187,82,0,58,61,0,56,58,67,22,51,0,11,14,47,15,15,30,0,33,32,12,25,27,30,0,20,19,25,20,21,0,70,42,61,13,74,75,66,58,67,69
Antonio Campillo Medina,71,176,70,64,61,67,69,59,70,65,74,68,72,64,73,80,71,51,68,70,69,61,71,75,69,81,54,68,49,45,59,46,66,54,80,62,59,0,0,0,0,0,0
Cristian Herrera Pérez,71,189,85,66,64,68,68,59,34,63,74,60,69,67,69,75,64,71,73,61,58,58,58,68,54,61,40,34,67,45,33,26,75,65,70,84,60,0,0,0,0,0,0
Iriome González González,71,185,79,83,81,84,74,76,53,54,77,59,66,65,70,66,65,54,38,61,55,65,49,66,60,49,47,39,77,58,35,36,67,73,75,68,52,0,0,0,0,0,0
Jorge Miramón,71,176,74,72,73,71,68,67,72,65,70,66,58,61,58,61,53,54,65,70,69,71,64,73,70,62,68,62,72,65,71,73,69,60,73,75,52,0,0,0,0,0,0
Jorge Pulido Mayoral,71,185,78,43,39,47,50,53,41,63,65,58,33,37,27,58,18,23,47,52,37,50,38,67,43,52,70,69,72,72,70,68,75,69,70,76,78,0,0,0,0,0,0
Carlos Akapo Martínez,71,178,70,83,77,88,60,73,61,62,64,61,51,49,42,75,52,40,46,62,50,69,41,68,62,65,66,60,62,66,68,72,77,88,82,71,84,0,0,0,0,0,0
Alejandro Gallar Falguero,71,176,71,69,70,68,70,69,72,59,70,62,70,69,71,69,71,58,74,71,68,72,80,71,70,76,42,27,55,58,36,25,61,63,68,64,42,0,0,0,0,0,0
Lluís Sastre Reus,71,174,70,57,58,57,65,70,71,67,69,62,57,59,54,60,64,43,57,71,68,64,72,75,76,75,67,69,59,62,74,60,74,72,75,73,75,0,0,0,0,0,0
Walid Mesloub,71,180,69,66,66,66,71,76,71,68,71,64,65,64,61,70,68,65,61,71,70,70,66,73,71,70,63,62,66,63,63,59,69,66,81,61,73,0,0,0,0,0,0
Gennaro Scognamiglio,71,186,78,52,53,52,36,55,70,66,44,62,35,65,18,57,45,27,44,40,33,39,21,50,42,22,69,64,82,68,70,66,82,84,75,88,74,0,0,0,0,0,0
Gaston Brugman,71,175,66,71,74,68,71,83,78,72,70,69,58,65,48,68,68,56,67,72,75,60,71,74,77,74,53,55,51,57,52,45,59,53,76,59,41,0,0,0,0,0,0
Vincenzo Fiorillo,71,190,79,0,36,42,0,46,35,70,19,62,0,10,15,23,6,7,22,0,37,8,4,28,25,9,0,15,9,21,10,10,0,72,31,63,11,71,74,68,36,64,68
Ledian Memushaj,71,174,70,71,76,66,73,90,88,70,70,75,60,64,52,65,70,61,66,69,70,63,67,73,69,68,64,70,44,68,62,62,67,59,78,63,67,0,0,0,0,0,0
Guillermo Fernández Hierro,71,181,74,76,74,78,72,74,67,71,74,65,68,73,68,68,64,66,75,61,58,62,56,66,51,65,32,20,64,33,29,27,71,72,84,71,56,0,0,0,0,0,0
Unai Medina Pérez,71,177,78,77,74,79,62,72,69,64,64,60,54,47,48,77,55,19,63,59,43,71,61,60,59,59,68,69,55,71,68,65,83,89,92,80,76,0,0,0,0,0,0
Alberto Escassi Oliva,71,185,78,49,58,41,63,70,62,69,71,57,41,50,36,46,43,36,49,61,53,55,60,72,61,47,70,71,67,74,68,64,76,70,77,76,77,0,0,0,0,0,0
Daniel Calvo Sanromán,71,190,82,52,56,49,51,48,44,71,61,59,46,41,39,58,50,31,55,55,48,49,45,66,56,40,69,69,67,69,72,66,76,80,65,82,72,0,0,0,0,0,0
Chang Min Lee,71,178,74,65,67,64,65,67,73,69,66,66,64,73,57,75,74,48,47,68,76,52,48,76,74,39,57,59,59,63,53,46,69,71,84,62,69,0,0,0,0,0,0
Roman Zozulya,71,180,62,79,80,79,64,75,71,70,64,58,68,71,67,75,62,69,63,57,62,51,54,67,42,33,44,41,75,45,41,24,74,85,66,77,75,0,0,0,0,0,0
Elvis Manuel Monteiro Macedo,71,180,74,74,71,77,70,64,71,70,71,70,60,70,50,80,67,38,45,71,67,70,72,73,70,70,65,69,58,60,71,65,73,72,75,74,68,0,0,0,0,0,0
Fábio Miguel Santos Sturgeon,71,183,76,74,72,75,73,71,66,68,74,70,63,71,59,72,64,67,52,66,69,70,43,68,58,75,36,37,67,22,39,31,69,69,72,69,65,0,0,0,0,0,0
Ewerton da Silva Pereira,71,179,69,60,61,60,64,64,69,69,69,68,53,48,46,68,57,47,52,64,63,54,41,72,67,57,70,72,58,72,72,66,68,82,65,67,73,0,0,0,0,0,0
Alexandr Zhirov,71,193,88,54,55,54,42,34,34,65,33,65,30,29,26,41,24,29,42,42,34,30,29,54,47,32,71,74,73,68,72,67,82,68,68,91,78,0,0,0,0,0,0
Gustav Valsvik,71,196,91,53,52,54,40,33,33,66,44,55,47,44,38,69,59,18,33,46,43,47,61,46,50,27,72,72,68,72,75,68,82,52,72,91,77,0,0,0,0,0,0
Tim Knipping,71,189,82,54,53,54,51,47,57,69,51,67,31,27,25,46,30,31,35,43,32,29,29,59,50,32,71,69,72,70,74,71,78,73,76,83,69,0,0,0,0,0,0
Leart Paqarada,71,184,76,76,77,76,68,71,64,68,71,65,45,56,36,65,46,41,39,68,58,75,73,68,66,76,66,65,55,65,72,67,67,62,75,65,64,0,0,0,0,0,0
Diego Contento,71,177,75,68,67,69,70,67,69,70,70,70,46,55,29,69,58,39,52,65,55,71,40,70,66,63,71,69,66,70,73,72,68,66,69,65,75,0,0,0,0,0,0
Oliver Fink,71,187,78,45,50,41,66,55,54,73,71,75,59,66,54,65,62,59,58,67,70,59,59,71,67,63,68,66,73,64,68,81,77,75,86,75,69,0,0,0,0,0,0
Nereo Champagne,71,189,82,0,40,36,0,56,32,67,15,51,0,10,17,25,15,16,20,0,50,13,18,18,25,15,0,23,20,20,14,13,0,62,31,62,30,70,71,68,40,66,72
Jean Zimmer,71,171,74,81,84,78,71,78,89,68,70,65,56,59,53,67,58,47,42,65,58,73,39,71,59,62,63,63,40,63,68,71,71,76,84,64,72,0,0,0,0,0,0
Aarón Ñíguez Esclápez,71,170,72,80,84,77,74,88,80,67,70,71,68,68,65,73,70,61,67,67,60,70,76,68,66,72,34,43,52,25,32,35,61,73,68,60,51,0,0,0,0,0,0
Marco Caligiuri,71,180,75,65,65,65,65,72,69,69,66,72,56,57,50,68,55,53,63,65,62,64,48,68,69,56,71,69,66,73,72,68,71,86,70,72,68,0,0,0,0,0,0
Roberto Hilbert,71,183,80,66,67,66,70,67,67,70,72,71,49,67,42,66,44,59,42,71,66,72,66,74,69,75,71,72,63,73,70,70,70,65,71,68,73,0,0,0,0,0,0
Mario Maloca,71,190,83,68,65,71,43,61,71,66,42,70,36,25,40,40,27,23,52,42,31,49,36,52,36,13,71,69,74,72,72,66,79,74,71,83,78,0,0,0,0,0,0
Bruno Eduardo Regufe Alves,71,189,81,42,46,38,64,66,61,63,63,78,67,50,60,81,76,58,73,64,56,65,78,62,71,75,66,63,74,61,71,65,82,88,64,88,88,0,0,0,0,0,0
Luca Siligardi,71,180,72,77,78,77,75,82,88,65,75,65,68,66,63,73,74,69,61,68,65,70,68,69,65,71,37,23,46,54,29,27,61,34,73,67,39,0,0,0,0,0,0
Massimo Gobbi,71,182,76,56,47,63,68,60,65,69,69,79,57,60,44,75,70,55,55,68,52,79,45,71,71,76,73,75,68,65,78,79,66,67,57,69,71,0,0,0,0,0,0
Martin Männel,71,184,80,0,52,44,0,44,38,64,31,47,0,9,12,34,15,20,36,0,45,14,12,34,36,13,0,17,19,15,12,12,0,76,34,61,21,74,76,70,52,59,65
Yunis Abdelhamid,71,190,83,41,50,34,37,39,48,63,55,65,28,21,24,43,23,20,42,44,32,28,31,58,55,34,72,74,70,71,73,65,75,77,66,82,70,0,0,0,0,0,0
Marvin Martin,71,171,68,64,64,64,71,75,78,69,73,71,65,71,61,70,67,63,61,72,75,69,73,72,72,74,51,68,52,38,59,35,51,33,35,55,63,0,0,0,0,0,0
Tristan Dingomé,71,174,69,68,66,70,71,76,79,70,70,68,61,64,57,70,60,59,55,69,69,72,57,71,70,60,69,71,64,69,70,65,70,67,82,65,69,0,0,0,0,0,0
Moussa Doumbia,71,170,64,83,84,83,72,83,84,68,68,64,66,63,67,73,63,60,58,66,63,65,61,69,64,64,36,25,42,39,37,44,60,61,71,62,43,0,0,0,0,0,0
Jorge Filipe Avelino Teixeira,71,189,89,53,56,50,48,55,57,64,60,61,39,51,37,44,33,29,67,65,63,66,57,64,69,64,69,70,73,70,67,66,78,63,68,85,78,0,0,0,0,0,0
Lukasz Tralka,71,186,77,53,60,48,60,59,63,63,62,66,57,65,57,60,56,44,61,64,64,56,54,68,67,59,70,71,68,68,72,66,81,78,82,81,80,0,0,0,0,0,0
Maciej Makuszewski,71,176,70,90,94,86,68,78,84,72,66,64,66,66,66,72,65,56,59,65,68,65,58,68,56,61,45,44,45,52,39,47,70,80,79,65,71,0,0,0,0,0,0
Darko Jevtic,71,182,75,73,75,71,72,77,77,63,72,66,66,71,68,67,64,54,68,70,73,66,68,72,67,69,43,46,50,42,43,31,66,70,71,68,54,0,0,0,0,0,0
Kingsley Ehizibue,71,187,82,86,85,87,72,70,56,66,72,70,61,66,61,72,60,42,44,62,62,60,38,67,66,52,66,67,65,64,68,67,82,74,86,80,82,0,0,0,0,0,0
Diederik Boer,71,194,89,0,31,43,0,36,41,66,29,55,0,14,11,28,16,14,46,0,47,15,12,46,43,12,0,23,11,12,13,12,0,45,32,64,37,64,67,78,31,52,77
Olivier Deschacht,71,183,81,50,47,52,54,55,59,65,57,77,45,47,37,62,52,26,36,60,57,64,31,65,60,42,73,82,70,72,71,70,69,49,67,72,69,0,0,0,0,0,0
Waldemar Sobota,71,175,63,90,91,90,74,89,85,67,72,65,63,65,61,72,58,62,63,62,64,65,52,64,57,54,37,46,58,32,25,52,54,67,79,39,57,0,0,0,0,0,0
Enver Cenk Sahin,71,179,70,91,92,90,78,91,81,68,74,72,64,62,65,65,68,42,57,61,60,58,70,62,55,73,29,28,43,26,30,26,59,61,70,52,60,0,0,0,0,0,0
Mats Møller Dæhli,71,177,71,75,78,73,79,87,83,65,80,66,53,63,53,48,52,54,56,68,69,66,61,71,64,62,23,21,20,28,20,24,47,57,64,46,26,0,0,0,0,0,0
Bengali-Fodé Koita,71,186,86,76,74,78,71,69,52,65,72,57,67,70,67,78,58,58,61,58,57,62,42,63,52,50,22,27,66,12,15,19,67,62,65,85,28,0,0,0,0,0,0
Abdul Khalili,71,182,77,71,69,72,72,67,74,69,74,68,66,58,66,70,68,63,54,69,70,63,76,72,68,70,65,70,51,71,63,54,70,58,77,70,63,0,0,0,0,0,0
Loret Sadiku,71,185,70,50,58,44,61,69,67,69,68,69,57,53,43,77,69,51,70,60,59,36,38,73,70,60,69,72,54,73,70,66,66,74,71,60,71,0,0,0,0,0,0
Shusaku Nishikawa,71,183,81,0,44,40,0,68,56,58,27,29,0,15,14,16,17,14,30,0,64,18,12,34,37,23,0,18,27,12,17,13,0,65,36,64,25,73,76,68,44,75,70
Tomoaki Makino,71,182,77,70,73,67,64,69,65,63,64,58,44,62,35,72,38,25,38,61,59,59,64,68,62,27,68,66,70,68,68,73,77,76,75,79,74,0,0,0,0,0,0
Søren Rieks,71,185,75,75,73,76,73,80,65,70,74,73,70,68,71,68,77,65,51,67,73,64,59,68,62,69,40,34,49,54,30,28,61,64,70,65,37,0,0,0,0,0,0
Johan Dahlin,71,191,90,0,41,34,0,38,35,69,24,65,0,13,10,16,19,13,13,0,48,9,13,24,32,14,0,22,12,22,11,10,0,66,39,77,44,68,73,69,41,71,70
Guillermo Molins,71,186,83,72,70,73,71,68,60,70,73,74,71,74,69,76,69,67,70,65,71,63,60,68,56,65,44,33,56,52,42,37,71,34,66,81,60,0,0,0,0,0,0
Lasse Nielsen,71,185,74,68,59,76,55,61,55,66,58,64,36,38,25,61,31,58,38,57,52,54,41,63,60,49,70,66,64,71,74,67,75,81,65,77,82,0,0,0,0,0,0
Paul Coutts,71,183,75,68,66,69,69,74,71,66,72,72,63,63,59,67,68,52,65,69,70,63,59,74,72,62,63,64,51,66,64,59,75,62,81,75,71,0,0,0,0,0,0
Mark Duffy,71,175,72,70,72,68,73,73,79,66,71,67,59,66,58,61,65,45,52,71,74,71,67,73,64,69,39,40,42,37,44,29,61,58,70,59,53,0,0,0,0,0,0
David McGoldrick,71,183,74,67,66,68,72,74,76,70,73,75,69,71,69,72,65,66,77,66,66,63,69,66,67,68,33,25,67,36,27,19,69,67,76,70,57,0,0,0,0,0,0
Nick Powell,71,183,65,70,72,69,70,68,75,71,72,69,69,68,69,70,71,59,68,65,72,55,55,68,66,64,43,36,58,42,44,42,65,69,70,64,59,0,0,0,0,0,0
Joe Garner,71,178,73,70,73,68,66,74,76,66,65,68,70,73,71,69,66,70,69,55,56,49,43,60,58,49,47,36,78,46,49,38,80,93,76,76,94,0,0,0,0,0,0
Dan Burn,71,198,87,43,42,44,48,31,26,65,53,62,33,37,25,53,29,22,48,53,49,43,46,59,60,48,70,67,73,72,69,69,77,55,63,89,72,0,0,0,0,0,0
Arvydas Novikovas,71,179,76,89,90,88,71,84,77,67,69,63,67,64,67,71,67,66,62,66,65,65,68,68,62,67,29,45,41,34,14,12,60,78,65,63,44,0,0,0,0,0,0
Jake Cooper,71,193,85,54,52,55,50,43,53,67,56,51,31,33,29,42,22,32,41,47,50,27,28,57,60,27,71,69,75,70,71,70,74,77,72,78,65,0,0,0,0,0,0
Jed Wallace,71,178,70,78,77,79,70,73,70,68,69,64,64,64,64,62,67,53,62,68,70,71,60,68,66,66,45,40,46,45,47,43,65,68,78,61,56,0,0,0,0,0,0
James Meredith,71,179,73,78,76,79,64,63,60,65,66,58,44,56,40,55,42,25,45,63,64,67,24,66,65,58,68,67,64,69,70,69,74,68,90,74,55,0,0,0,0,0,0
Johan Larsson,71,181,75,81,80,81,68,79,77,73,66,69,65,67,61,72,68,57,58,69,71,70,70,69,67,69,64,69,58,59,66,65,76,72,91,71,71,0,0,0,0,0,0
Hjörtur Hermannsson,71,190,81,56,54,57,57,61,52,66,62,64,22,23,17,32,19,24,31,48,51,22,22,64,60,25,70,65,68,75,70,67,74,79,67,77,74,0,0,0,0,0,0
Marco Grüttner,71,185,84,65,64,66,65,67,67,67,68,66,71,74,74,73,62,68,63,50,54,42,31,62,33,50,38,22,72,41,35,31,83,82,88,83,76,0,0,0,0,0,0
Jaime Romero Gómez,71,176,77,82,80,83,74,78,75,65,71,67,64,68,64,67,63,60,59,66,69,63,55,70,56,71,40,42,55,41,36,33,65,72,71,67,49,0,0,0,0,0,0
Donis Avdijaj,71,172,70,73,76,71,75,84,81,66,74,70,72,66,70,76,76,70,62,65,70,68,49,64,62,65,24,26,44,19,23,19,55,62,63,46,68,0,0,0,0,0,0
Andrey Galabinov,71,190,88,53,54,52,62,44,33,68,67,66,72,76,74,70,70,64,64,58,52,50,76,66,50,64,21,12,68,22,15,11,76,63,72,88,52,0,0,0,0,0,0
Kyle Beckerman,71,177,70,40,39,40,65,59,68,68,70,70,62,59,52,77,68,59,69,64,63,45,58,74,68,62,69,69,59,70,70,68,72,62,72,71,75,0,0,0,0,0,0
Nick Rimando,71,178,83,0,45,46,0,52,55,66,37,51,0,17,17,25,15,12,35,0,56,24,24,39,39,20,0,11,13,20,12,13,0,64,31,60,31,71,74,69,45,69,69
Ethan Finlay,71,175,75,88,86,90,69,70,69,66,70,65,64,69,64,71,60,51,58,64,67,65,49,67,54,68,42,42,58,48,37,23,62,61,83,54,57,0,0,0,0,0,0
Francisco Calvo,71,180,77,71,74,68,65,61,79,67,64,67,44,55,41,55,39,36,43,61,52,62,42,65,66,61,69,71,72,69,68,66,76,81,75,75,77,0,0,0,0,0,0
Rasmus Schüller,71,177,67,59,58,60,66,69,65,68,68,69,54,46,52,60,59,34,46,61,69,47,32,68,70,42,69,70,59,70,72,69,68,61,73,62,77,0,0,0,0,0,0
Yasuhito Endo,71,178,75,34,35,33,70,63,60,75,73,79,70,70,67,75,71,64,82,77,77,78,86,75,74,82,66,68,60,66,68,66,70,67,60,76,68,0,0,0,0,0,0
Ademilson Braga Bispo Júnior,71,176,74,91,89,92,73,90,63,65,72,70,69,67,70,70,69,60,72,58,60,50,49,66,48,63,31,29,63,24,31,22,71,85,76,72,57,0,0,0,0,0,0
Valerio Verre,71,181,70,68,70,67,72,73,75,76,73,69,60,65,51,73,68,58,55,67,68,57,58,75,68,57,56,58,53,50,61,55,65,49,72,66,59,0,0,0,0,0,0
Norbert Gyömbér,71,189,74,58,52,62,48,34,41,66,55,65,19,15,11,38,19,13,23,38,21,25,20,54,53,15,73,74,74,71,73,71,66,63,48,74,69,0,0,0,0,0,0
Ismaël Bennacer,71,173,64,70,69,71,73,72,79,68,73,67,66,69,66,69,65,64,60,69,69,67,65,72,70,66,59,59,60,60,60,56,48,65,74,34,47,0,0,0,0,0,0
Alejandro Rodríguez de Miguel,71,183,80,78,77,78,70,80,75,66,70,69,69,68,72,69,65,67,65,50,42,42,42,59,49,54,35,33,73,32,30,24,65,84,73,68,45,0,0,0,0,0,0
Jasmin Fejzic,71,198,95,0,18,34,0,25,19,61,24,12,0,8,11,24,9,8,20,0,32,11,15,23,16,12,0,14,13,12,13,14,0,49,27,75,34,73,78,68,18,61,69
Ricardo Noir,71,174,69,81,82,81,70,78,78,69,68,68,69,68,70,70,68,66,59,66,69,70,47,65,61,69,43,57,65,33,37,40,71,69,78,70,63,0,0,0,0,0,0
Juan Mercier,71,185,78,57,65,50,67,67,63,75,70,67,63,66,57,72,68,65,60,70,75,64,66,72,70,71,71,71,60,75,73,65,67,83,34,79,75,0,0,0,0,0,0
Jonathan Bottinelli,71,180,79,36,33,39,51,31,65,68,58,70,36,17,35,52,27,40,41,53,41,50,38,66,53,43,71,68,73,74,72,62,70,81,47,76,81,0,0,0,0,0,0
Yeimar Gómez Andrade,71,187,92,41,38,43,40,34,31,60,46,51,29,25,22,52,24,24,24,40,20,40,16,54,44,36,69,78,80,61,68,68,83,33,72,91,90,0,0,0,0,0,0
Rafael Carrascal,71,173,75,67,67,67,66,69,66,73,73,66,58,58,57,64,63,31,57,66,72,49,58,72,74,57,63,72,49,59,66,62,66,60,75,61,68,0,0,0,0,0,0
Julián Quiñones,71,195,86,32,34,30,41,31,29,68,55,59,35,25,21,66,41,29,35,41,38,27,49,41,64,28,72,72,79,70,75,64,81,30,72,93,76,0,0,0,0,0,0
Besart Berisha,71,183,80,62,67,58,69,72,70,73,70,69,68,73,73,72,52,63,67,58,69,56,46,66,32,60,30,42,72,28,15,12,83,82,79,82,90,0,0,0,0,0,0
Kosei Shibasaki,71,176,65,66,68,64,69,73,71,68,68,60,67,69,63,74,74,72,48,72,72,70,69,74,69,72,44,43,59,43,41,39,63,52,86,58,48,0,0,0,0,0,0
Jason Pearce,71,185,71,44,35,52,47,59,60,63,47,58,23,37,13,27,36,23,32,43,34,42,27,49,54,31,71,68,69,73,71,72,81,76,79,84,76,0,0,0,0,0,0
Toshihiro Aoyama,71,174,75,55,56,55,67,72,66,68,73,71,60,50,51,70,72,61,64,70,76,65,60,72,67,64,69,69,58,77,68,59,73,72,83,68,71,0,0,0,0,0,0
Jörg Siebenhandl,71,183,81,0,45,48,0,61,59,67,30,28,0,13,11,33,17,10,15,0,48,13,10,31,20,21,0,22,14,22,24,26,0,80,38,66,22,69,74,68,45,75,69
Stefan Hierländer,71,180,73,69,71,67,72,74,72,72,71,73,64,64,64,65,66,59,60,69,67,70,65,71,67,70,62,59,64,58,66,62,69,67,75,64,73,0,0,0,0,0,0
Michael Madl,71,181,74,57,60,54,57,63,57,60,61,64,51,25,40,68,69,38,57,61,59,51,70,65,63,68,71,71,70,71,71,67,80,77,89,77,77,0,0,0,0,0,0
Ewandro Felipe de Lima Costa,71,176,67,77,74,79,74,78,81,68,74,59,68,73,73,65,62,67,60,61,66,67,52,59,57,56,36,17,52,64,21,16,46,46,62,42,35,0,0,0,0,0,0
